_CPU_utilization,_disk_read,_disk_utilization,_disk_write,_load_average,_mem_utilization,_net_rx,_net_rx_drop,_net_rx_err,_net_tx,_net_tx_drop,_net_tx_err,label,timestamp
1.0466,0,18.3285,453.7143,10.25,14.4945,15.5469,0,0,24.6932,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:00 12/22/22 UTC
1.0466,0,18.3285,453.7143,10.25,14.4945,15.5469,0,0,24.6932,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:08 12/22/22 UTC
0.523,0,18.3285,233.7905,10.25,14.4945,8.2467,0,0,13.392,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:17 12/22/22 UTC
0.523,0,18.3285,233.7905,10.25,14.4945,8.2467,0,0,13.392,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:24 12/22/22 UTC
1.046,0.9524,18.3693,384.3429,9.75,13.4639,16.5118,0,0,27.2196,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:32 12/22/22 UTC
1.046,0.9524,18.3693,384.3429,9.75,13.4639,16.5118,0,0,27.2196,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:40 12/22/22 UTC
1.046,0.9524,18.3693,384.3429,9.75,13.4639,16.5118,0,0,27.2196,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:49 12/22/22 UTC
1.046,1.1111,18.3693,448.4,9.75,13.4639,19.2637,0,0,31.7563,0,0,egde-sample-small-01-control-plane-f7dd6,18:10:57 12/22/22 UTC
1.046,0.9524,18.3693,384.3429,9.75,13.4639,16.5118,0,0,27.2196,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:05 12/22/22 UTC
0.523,0.9524,18.3693,150.5524,9.75,13.4639,8.265,0,0,13.8276,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:13 12/22/22 UTC
0.523,0.9524,18.3693,150.5524,9.75,13.4639,8.265,0,0,13.8276,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:21 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:29 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:37 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:45 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:11:53 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:01 12/22/22 UTC
1.0453,0.9524,18.3726,409.3333,12.25,13.4851,16.4578,0,0,26.6,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:09 12/22/22 UTC
0.5223,0,18.3726,258.781,12.25,13.4851,8.1927,0,0,12.7724,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:17 12/22/22 UTC
0.5223,0,18.3726,258.781,12.25,13.4851,8.1927,0,0,12.7724,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:26 12/22/22 UTC
1.0467,0,18.4134,396.5714,11.75,13.666,15.8977,0,0,24.4212,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:34 12/22/22 UTC
1.0467,0,18.4134,396.5714,11.75,13.666,18.5474,0,0,28.4914,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:42 12/22/22 UTC
1.0467,0,18.4134,396.5714,11.75,13.666,15.8977,0,0,24.4212,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:50 12/22/22 UTC
1.0467,0,18.4134,396.5714,11.75,13.666,15.8977,0,0,24.4212,0,0,egde-sample-small-01-control-plane-f7dd6,18:12:58 12/22/22 UTC
1.0467,0,18.4134,396.5714,11.75,13.666,15.8977,0,0,24.4212,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:06 12/22/22 UTC
0.5244,0,18.4134,137.7905,11.75,13.666,7.705,0,0,11.6488,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:14 12/22/22 UTC
0.5244,0,18.4134,137.7905,11.75,13.666,7.705,0,0,11.6488,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:22 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:30 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:37 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:46 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:13:54 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:02 12/22/22 UTC
1.0483,0,18.4167,388.0381,10.25,14.5427,15.1647,0,0,23.1142,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:10 12/22/22 UTC
0.5239,0,18.4167,250.2476,10.25,14.5427,7.4597,0,0,11.4654,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:18 12/22/22 UTC
0.5239,0,18.4167,250.2476,10.25,14.5427,7.4597,0,0,11.4654,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:26 12/22/22 UTC
1.0485,0,18.4199,483.8095,9.5,14.5392,14.8187,0,0,22.6189,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:34 12/22/22 UTC
1.2232,0,18.4199,483.8095,9.5,14.5392,14.8187,0,0,22.6189,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:42 12/22/22 UTC
1.0485,0,18.4199,483.8095,9.5,14.5392,14.8187,0,0,22.6189,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:50 12/22/22 UTC
1.0485,0,18.4199,483.8095,9.5,14.5392,14.8187,0,0,22.6189,0,0,egde-sample-small-01-control-plane-f7dd6,18:14:58 12/22/22 UTC
1.0485,0,18.4199,483.8095,9.5,14.5392,14.8187,0,0,22.6189,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:06 12/22/22 UTC
0.5245,0,18.4199,233.5619,9.5,14.5392,7.359,0,0,11.1535,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:14 12/22/22 UTC
0.5245,0,18.4199,233.5619,9.5,14.5392,7.359,0,0,11.1535,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:22 12/22/22 UTC
1.049,0,18.4232,388.9905,8.25,13.3819,15.1023,0,0,23.7542,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:31 12/22/22 UTC
1.049,0,18.4232,388.9905,8.25,13.3819,15.1023,0,0,23.7542,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:39 12/22/22 UTC
1.049,0,18.4232,388.9905,8.25,13.3819,15.1023,0,0,23.7542,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:47 12/22/22 UTC
1.049,0,18.4232,388.9905,8.25,13.3819,15.1023,0,0,23.7542,0,0,egde-sample-small-01-control-plane-f7dd6,18:15:55 12/22/22 UTC
1.049,0,18.4232,388.9905,8.25,13.3819,15.1023,0,0,23.7542,0,0,egde-sample-small-01-control-plane-f7dd6,18:16:04 12/22/22 UTC
0.6119,0,18.4232,155.4286,8.25,13.3819,7.7433,0,0,12.6008,0,0,egde-sample-small-01-control-plane-f7dd6,18:16:12 12/22/22 UTC
0.5245,0,18.4232,155.4286,8.25,13.3819,7.7433,0,0,12.6008,0,0,egde-sample-small-01-control-plane-f7dd6,18:16:20 12/22/22 UTC
1.0485,0.6095,18.4264,412.1143,7.75,13.4532,15.6884,0,0,24.831,0,0,egde-sample-small-01-control-plane-f7dd6,18:16:28 12/22/22 UTC
